FitnessStagnationTermination,X,Y,TotalIterations,Stations,Drones,MTSPIteration,GeneticIteration,BestDistance,Genetic,TimeTaken
20,0,0,720,60,4,10,8,7038.337961617822,7247.251357,271896.1068
20,0,0,732,60,4,10,7,7038.337961617822,7247.251357,279558.956
20,0,0,878,60,4,10,6,7038.337961617822,7183.415642474478,343416.1538
20,0,0,980,60,4,10,5,7038.337961617822,7166.128054727245,389612.4568
20,0,0,686,60,4,10,4,7038.337961617822,7247.251357,295463.6488
20,0,0,700,60,4,10,3,7038.337961617822,7247.251357,334694.4452
20,0,0,694,60,4,10,2,7038.337961617822,7247.251357,367136.9765
20,0,0,706,60,4,10,1,7038.337961617822,7247.251357,385145.2985
20,0,0,1046,60,4,10,0,7038.337961617822,7121.682768573355,608293.2922
10,0,0,362,60,4,10,9,7038.337961617822,7247.251357,233817.4067
10,0,0,370,60,4,10,8,7038.337961617822,7223.3704595016015,273751.8365
10,0,0,328,60,4,10,7,7038.337961617822,7247.251357,246782.896
10,0,0,336,60,4,10,6,7038.337961617822,7247.251357,265507.2357
10,0,0,600,60,4,10,5,7038.337961617822,7121.682768573355,495694.9841
10,0,0,368,60,4,10,4,7038.337961617822,7247.251357,321035.6907
10,0,0,314,60,4,10,3,7038.337961617822,7247.251357,309385.65
10,0,0,338,60,4,10,2,7038.337961617822,7247.251357,331377.1669
10,0,0,324,60,4,10,1,7038.337961617822,7247.251357,320532.9852
10,0,0,470,60,4,10,0,7038.337961617822,7164.2832377522645,494483.6649
5,0,0,228,60,4,10,9,7038.337961617822,7244.104528175458,239380.5205
5,0,0,150,60,4,10,8,7038.337961617822,7247.251357,161488.2593
5,0,0,154,60,4,10,7,7038.337961617822,7247.251357,188005.7068
5,0,0,156,60,4,10,6,7038.337961617822,7247.251357,185238.7104
5,0,0,146,60,4,10,5,7038.337961617822,7247.251357,169377.1753
5,0,0,158,60,4,10,4,7038.337961617822,7247.251357,177546.0724
5,0,0,146,60,4,10,3,7038.337961617822,7247.251357,171025.2164
5,0,0,244,60,4,10,2,7038.337961617822,7096.6457258886885,330626.053
5,0,0,170,60,4,10,1,7038.337961617822,7247.251357,212535.2969
5,0,0,512,60,4,10,0,7038.337961617822,7133.551722175194,286679.8635
80,0,0,4750,60,5,1,9,7314.309121,7479.440773404502,713893.778
80,0,0,5388,60,5,1,8,7314.309121,7524.111486038758,1045838.563
80,0,0,3008,60,5,1,7,7314.309121,7343.993526894604,573912.7722
80,0,0,3068,60,5,1,6,7314.309121,7346.025953,757988.7821
80,0,0,3192,60,5,1,5,7314.309121,7475.051850844633,586609.14
80,0,0,3736,60,5,1,4,7314.309121,7533.340175231817,696126.2539
80,0,0,3118,60,5,1,3,7314.309121,7487.412882470925,586916.2967
80,0,0,5372,60,5,1,2,7314.309121,7471.9809768824225,1132029.363
80,0,0,3576,60,5,1,1,7314.309121,7590.599139446877,721951.0379
80,0,0,3640,60,5,1,0,7314.309121,7495.073076138158,760923.7383
40,0,0,1546,60,5,1,9,7314.309121,7455.286985158625,387761.3156
40,0,0,1874,60,5,1,8,7314.309121,7416.242371183163,425221.315
40,0,0,1630,60,5,1,7,7314.309121,7590.5419521969325,434787.4227
40,0,0,1860,60,5,1,6,7314.309121,7536.693064026637,530526.4394
40,0,0,1692,60,5,1,5,7314.309121,7468.020301045215,422966.8289
40,0,0,2990,60,5,1,4,7314.309121,7443.677334256534,854284.0451
40,0,0,1820,60,5,1,3,7314.309121,7361.112962920448,518423.4892
40,0,0,1676,60,5,1,2,7314.309121,7563.2034843686415,440212.3673
40,0,0,2574,60,5,1,1,7314.309121,7469.301277805675,742350.174
40,0,0,3194,60,5,1,0,7314.309121,7508.0242991560335,1078505.256
20,0,0,1050,60,5,1,9,7314.309121,7542.522999668398,339452.2028
20,0,0,984,60,5,1,8,7314.309121,7468.020301045215,285170.0336
20,0,0,1562,60,5,1,7,7314.309121,7482.128188,481519.9821
20,0,0,790,60,5,1,6,7314.309121,7542.522999668398,285326.0081
20,0,0,902,60,5,1,5,7314.309121,7412.412095982339,285188.6008
20,0,0,1084,60,5,1,4,7314.309121,7587.247515352405,330211.1971
20,0,0,1248,60,5,1,3,7314.309121,7430.357377,398248.2638
20,0,0,1842,60,5,1,2,7314.309121,7525.565996934493,713618.3875
20,0,0,768,60,5,1,1,7314.309121,7560.385623618262,312094.7995
20,0,0,970,60,5,1,0,7314.309121,7469.301277805675,447419.7005
10,0,0,416,60,5,1,9,7314.309121,7456.461978743114,199301.6477
10,0,0,582,60,5,1,8,7314.309121,7344.745135526035,312389.2073
10,0,0,610,60,5,1,7,7314.309121,7567.065903548926,305438.0865
10,0,0,474,60,5,1,6,7314.309121,7436.690810589698,261198.2239
10,0,0,378,60,5,1,5,7314.309121,7560.385623618262,223605.9344
10,0,0,570,60,5,1,4,7314.309121,7468.020301045215,341050.2311
10,0,0,602,60,5,1,3,7314.309121,7542.522999668398,423514.9931
10,0,0,716,60,5,1,2,7314.309121,7344.745135526035,536537.6595
10,0,0,566,60,5,1,1,7314.309121,7526.897830939896,429910.5409
10,0,0,444,60,5,1,0,7314.309121,7481.2389788338005,363036.2636
5,0,0,186,60,5,1,9,7314.309121,7523.985828740127,149508.506
5,0,0,224,60,5,1,8,7314.309121,7623.568717822941,197934.6449
5,0,0,236,60,5,1,7,7314.309121,7561.292960064066,212141.0247
5,0,0,234,60,5,1,6,7314.309121,7547.841827657473,197204.1385
5,0,0,428,60,5,1,5,7314.309121,7441.251718,398853.6217
5,0,0,346,60,5,1,4,7314.309121,7505.455296954041,342656.1792
5,0,0,174,60,5,1,3,7314.309121,7562.688804945117,180190.3116
5,0,0,240,60,5,1,2,7314.309121,7510.883946494636,233451.9107
5,0,0,266,60,5,1,1,7314.309121,7606.362957354191,283951.7563
5,0,0,398,60,5,1,0,7314.309121,7526.093314763453,423704.3933
80,0,0,2940,60,5,2,9,7998.540158764947,8088.075562677155,556904.0516
80,0,0,2986,60,5,2,8,7998.540158764947,8088.075562677155,590634.1427
80,0,0,4154,60,5,2,7,7998.540158764947,8075.094990095219,789324.4745
80,0,0,5364,60,5,2,6,7998.540158764947,8066.5537744874455,1198620.36
80,0,0,2954,60,5,2,5,7998.540158764947,8088.075562677155,639702.0894
80,0,0,2950,60,5,2,4,7998.540158764947,8088.075562677155,650849.3894
80,0,0,3406,60,5,2,3,7998.540158764947,8087.973496618551,763492.6853
80,0,0,3004,60,5,2,2,7998.540158764947,8088.075562677155,709194.7144
80,0,0,2960,60,5,2,1,7998.540158764947,8088.075562677155,747442.7502
80,0,0,5098,60,5,2,0,7998.540158764947,8059.750121765002,1474964.876
40,0,0,1650,60,5,2,9,7998.540158764947,8027.190267084889,506006.263
40,0,0,1480,60,5,2,8,7998.540158764947,8088.075562677155,423305.2981
40,0,0,2388,60,5,2,7,7998.540158764947,8059.750121765002,720269.3522
40,0,0,1436,60,5,2,6,7998.540158764947,8088.075562677155,420068.8401
40,0,0,1456,60,5,2,5,7998.540158764947,8088.075562677155,434269.2161
40,0,0,2362,60,5,2,4,7998.540158764947,8075.094990095219,674238.2608
40,0,0,1404,60,5,2,3,7998.540158764947,8088.075562677155,427562.9652
40,0,0,1836,60,5,2,2,7998.540158764947,8027.190267084889,610354.9738
40,0,0,1508,60,5,2,1,7998.540158764947,8064.2589402861395,468440.4762
40,0,0,1616,60,5,2,0,7998.540158764947,8027.190267084889,547084.5287
20,0,0,746,60,5,2,9,7998.540158764947,8088.075562677155,242713.7406
20,0,0,684,60,5,2,8,7998.540158764947,8088.075562677155,221318.9727
20,0,0,722,60,5,2,7,7998.540158764947,8088.075562677155,251180.907
20,0,0,708,60,5,2,6,7998.540158764947,8088.075562677155,245129.4548
20,0,0,696,60,5,2,5,7998.540158764947,8088.075562677155,256670.0267
20,0,0,704,60,5,2,4,7998.540158764947,8088.075562677155,260892.0445
20,0,0,714,60,5,2,3,7998.540158764947,8088.075562677155,276007.92
20,0,0,1432,60,5,2,2,7998.540158764947,8059.750121765002,651646.0288
20,0,0,1180,60,5,2,1,7998.540158764947,8059.750121765002,620304.287
20,0,0,710,60,5,2,0,7998.540158764947,8088.075562677155,410438.7353
10,0,0,536,60,5,2,9,7998.540158764947,8075.094990095219,304042.9797
10,0,0,392,60,5,2,8,7998.540158764947,8064.2589402861395,263116.0858
10,0,0,334,60,5,2,7,7998.540158764947,8088.075562677155,227128.6104
10,0,0,340,60,5,2,6,7998.540158764947,8088.075562677155,245372.5503
10,0,0,338,60,5,2,5,7998.540158764947,8088.075562677155,247151.6093
10,0,0,332,60,5,2,4,7998.540158764947,8088.075562677155,252600.5539
10,0,0,362,60,5,2,3,7998.540158764947,8088.075562677155,287789.7692
10,0,0,656,60,5,2,2,7998.540158764947,8075.094990095219,548196.7932
10,0,0,516,60,5,2,1,7998.540158764947,8027.190267084889,476699.833
10,0,0,300,60,5,2,0,7998.540158764947,8088.075562677155,293759.8278
5,0,0,134,60,5,2,9,7998.540158764947,8088.075562677155,123861.8084
5,0,0,150,60,5,2,8,7998.540158764947,8088.075562677155,144775.0167
5,0,0,152,60,5,2,7,7998.540158764947,8088.075562677155,133193.1433
5,0,0,300,60,5,2,6,7998.540158764947,8027.190267084889,294027.2767
5,0,0,146,60,5,2,5,7998.540158764947,8088.075562677155,146363.3277
5,0,0,166,60,5,2,4,7998.540158764947,8088.075562677155,165722.9014
5,0,0,238,60,5,2,3,7998.540158764947,8064.2589402861395,243245.8156
5,0,0,160,60,5,2,2,7998.540158764947,8088.075562677155,169190.2463
5,0,0,140,60,5,2,1,7998.540158764947,8088.075562677155,148980.0981
5,0,0,198,60,5,2,0,7998.540158764947,8088.075562677155,218004.336
80,0,0,2952,60,5,3,9,7907.162990696854,7959.464895477059,571414.0043
80,0,0,3116,60,5,3,8,7907.162990696854,7959.464895477059,623777.5149
80,0,0,3084,60,5,3,7,7907.162990696854,8154.837474481719,636479.9131
80,0,0,2928,60,5,3,6,7907.162990696854,7959.464895477059,616633.0181
80,0,0,3034,60,5,3,5,7907.162990696854,7959.464895477059,641467.476
80,0,0,3032,60,5,3,4,7907.162990696854,7943.800089537276,587989.628
80,0,0,6744,60,5,3,3,7907.162990696854,8020.904740663827,1561595.716
80,0,0,2942,60,5,3,2,7907.162990696854,7959.464895477059,703876.6791
80,0,0,3248,60,5,3,1,7907.162990696854,8024.671007214941,726628.9474
80,0,0,4024,60,5,3,0,7907.162990696854,8079.6683336755805,1209380.964
40,0,0,1454,60,5,3,9,7907.162990696854,7959.464895477059,407329.202
40,0,0,2198,60,5,3,8,7907.162990696854,8083.105424593716,567174.8632
40,0,0,1620,60,5,3,7,7907.162990696854,8086.299540127013,407355.8649
40,0,0,2632,60,5,3,6,7907.162990696854,8110.175075698947,715504.6354
40,0,0,1898,60,5,3,5,7907.162990696854,8134.583771802123,507446.2165
40,0,0,1476,60,5,3,4,7907.162990696854,7959.464895477059,437143.0163
40,0,0,1942,60,5,3,3,7907.162990696854,8151.688285544313,667785.4807
40,0,0,2196,60,5,3,2,7907.162990696854,8083.105424593716,620186.2912
40,0,0,1498,60,5,3,1,7907.162990696854,8129.812167168302,448985.7067
40,0,0,1496,60,5,3,0,7907.162990696854,7959.464895477059,465486.676
20,0,0,920,60,5,3,9,7907.162990696854,8034.650554804312,279469.4915
20,0,0,946,60,5,3,8,7907.162990696854,8088.230723491473,276877.733
20,0,0,1010,60,5,3,7,7907.162990696854,8099.234265024494,331711.3358
20,0,0,822,60,5,3,6,7907.162990696854,8000.819228137748,287786.5188
20,0,0,854,60,5,3,5,7907.162990696854,8098.840806547736,276941.642
20,0,0,764,60,5,3,4,7907.162990696854,8136.905036298545,272740.8479
20,0,0,782,60,5,3,3,7907.162990696854,7959.464895477059,305420.7156
20,0,0,722,60,5,3,2,7907.162990696854,7959.464895477059,306290.8395
20,0,0,1698,60,5,3,1,7907.162990696854,8092.2136773648745,768018.3445
20,0,0,742,60,5,3,0,7907.162990696854,7959.464895477059,392902.5297
10,0,0,530,60,5,3,9,7907.162990696854,8073.888931027941,290664.4877
10,0,0,406,60,5,3,8,7907.162990696854,7959.464895477059,244038.1176
10,0,0,364,60,5,3,7,7907.162990696854,8129.812167168302,234436.9714
10,0,0,460,60,5,3,6,7907.162990696854,8000.819228137748,290718.0253
10,0,0,450,60,5,3,5,7907.162990696854,8117.2247132145385,308005.3809
10,0,0,454,60,5,3,4,7907.162990696854,8112.789682297916,333208.8658
10,0,0,418,60,5,3,3,7907.162990696854,7959.464895477059,316687.3931
10,0,0,370,60,5,3,2,7907.162990696854,7959.464895477059,298738.3365
10,0,0,374,60,5,3,1,7907.162990696854,7959.464895477059,310165.6889
10,0,0,376,60,5,3,0,7907.162990696854,8129.812167168302,325010.4949
5,0,0,198,60,5,3,9,7907.162990696854,7959.464895477059,181199.3669
5,0,0,202,60,5,3,8,7907.162990696854,8098.840806547736,188692.3638
5,0,0,188,60,5,3,7,7907.162990696854,7959.464895477059,168489.8163
5,0,0,258,60,5,3,6,7907.162990696854,8166.611863223056,260919.9174
5,0,0,182,60,5,3,5,7907.162990696854,7959.464895477059,178872.0416
5,0,0,294,60,5,3,4,7907.162990696854,8115.2078643024415,296019.0459
5,0,0,194,60,5,3,3,7907.162990696854,7959.464895477059,205070.1763
5,0,0,308,60,5,3,2,7907.162990696854,8086.299540127013,317489.6937
5,0,0,182,60,5,3,1,7907.162990696854,7959.464895477059,186428.0765
5,0,0,202,60,5,3,0,7907.162990696854,8129.812167168302,227837.8253
80,0,0,2950,60,5,4,9,8000.876068263851,8087.548780833016,665894.7437
80,0,0,3272,60,5,4,8,8000.876068263851,8082.942924616675,760960.2092
80,0,0,2970,60,5,4,7,8000.876068263851,8087.548780833016,690298.3509
80,0,0,2918,60,5,4,6,8000.876068263851,8087.548780833016,691866.2976
80,0,0,2950,60,5,4,5,8000.876068263851,8087.548780833016,714029.1381
80,0,0,3328,60,5,4,4,8000.876068263851,8082.942924616675,842513.0503
80,0,0,2980,60,5,4,3,8000.876068263851,8087.548780833016,789997.5555
80,0,0,3044,60,5,4,2,8000.876068263851,8087.548780833016,864101.4351
80,0,0,3006,60,5,4,1,8000.876068263851,8087.548780833016,892494.0801
80,0,0,2954,60,5,4,0,8000.876068263851,8087.548780833016,913643.6934
40,0,0,1464,60,5,4,9,8000.876068263851,8087.548780833016,450438.7369
40,0,0,1456,60,5,4,8,8000.876068263851,8087.548780833016,469506.3931
40,0,0,1468,60,5,4,7,8000.876068263851,8087.548780833016,474364.6988
40,0,0,1474,60,5,4,6,8000.876068263851,8087.548780833016,478381.3994
40,0,0,1418,60,5,4,5,8000.876068263851,8087.548780833016,457505.9863
40,0,0,1442,60,5,4,4,8000.876068263851,8087.548780833016,474586.813
40,0,0,1464,60,5,4,3,8000.876068263851,8087.548780833016,493105.5992
40,0,0,1460,60,5,4,2,8000.876068263851,8087.548780833016,489301.9068
40,0,0,2060,60,5,4,1,8000.876068263851,8082.942924616675,722619.959
40,0,0,1442,60,5,4,0,8000.876068263851,8087.548780833016,503203.8455
20,0,0,732,60,5,4,9,8000.876068263851,8087.548780833016,267021.6921
20,0,0,710,60,5,4,8,8000.876068263851,8087.548780833016,259809.2711
20,0,0,750,60,5,4,7,8000.876068263851,8087.548780833016,287157.4597
20,0,0,732,60,5,4,6,8000.876068263851,8087.548780833016,301421.1914
20,0,0,714,60,5,4,5,8000.876068263851,8087.548780833016,327057.1993
20,0,0,724,60,5,4,4,8000.876068263851,8087.548780833016,353405.6411
20,0,0,690,60,5,4,3,8000.876068263851,8087.548780833016,346604.4722
20,0,0,700,60,5,4,2,8000.876068263851,8087.548780833016,368164.7968
20,0,0,716,60,5,4,1,8000.876068263851,8087.548780833016,428884.0192
20,0,0,728,60,5,4,0,8000.876068263851,8087.548780833016,483023.7612
10,0,0,354,60,5,4,9,8000.876068263851,8087.548780833016,242157.4974
10,0,0,366,60,5,4,8,8000.876068263851,8087.548780833016,265335.2563
10,0,0,340,60,5,4,7,8000.876068263851,8087.548780833016,245379.9969
10,0,0,334,60,5,4,6,8000.876068263851,8087.548780833016,250061.3372
10,0,0,332,60,5,4,5,8000.876068263851,8087.548780833016,271037.0741
10,0,0,328,60,5,4,4,8000.876068263851,8087.548780833016,263119.7341
10,0,0,324,60,5,4,3,8000.876068263851,8087.548780833016,277578.8312
10,0,0,342,60,5,4,2,8000.876068263851,8087.548780833016,290981.0056
10,0,0,362,60,5,4,1,8000.876068263851,8087.548780833016,352028.3387
10,0,0,330,60,5,4,0,8000.876068263851,8087.548780833016,318292.7155
5,0,0,138,60,5,4,9,8000.876068263851,8087.548780833016,138354.4425
5,0,0,146,60,5,4,8,8000.876068263851,8087.548780833016,145589.2048
5,0,0,150,60,5,4,7,8000.876068263851,8087.548780833016,144126.1299
5,0,0,154,60,5,4,6,8000.876068263851,8087.548780833016,146574.6676
5,0,0,148,60,5,4,5,8000.876068263851,8087.548780833016,144354.0388
5,0,0,156,60,5,4,4,8000.876068263851,8087.548780833016,146820.1524
5,0,0,148,60,5,4,3,8000.876068263851,8087.548780833016,152424.838
5,0,0,154,60,5,4,2,8000.876068263851,8087.548780833016,144483.1443
5,0,0,144,60,5,4,1,8000.876068263851,8087.548780833016,155347.8885
5,0,0,210,60,5,4,0,8000.876068263851,8087.548780833016,221759.6701
80,0,0,4460,60,5,5,9,7921.9223698681835,8178.769057796992,680810.2354
80,0,0,3908,60,5,5,8,7921.9223698681835,8178.769057796992,636401.453
80,0,0,3082,60,5,5,7,7921.9223698681835,8058.272967338313,578327.9584
80,0,0,4250,60,5,5,6,7921.9223698681835,8142.776711553364,974252.6978
80,0,0,4786,60,5,5,5,7921.9223698681835,8075.9377190379255,1177167.746
80,0,0,3910,60,5,5,4,7921.9223698681835,8074.622986659493,863616.5742
80,0,0,2952,60,5,5,3,7921.9223698681835,8250.327599977234,787710.0496
80,0,0,3046,60,5,5,2,7921.9223698681835,8055.023813047761,735719.316
80,0,0,3840,60,5,5,1,7921.9223698681835,8112.090058225439,853510.2641
80,0,0,4738,60,5,5,0,7921.9223698681835,8178.769057796992,1261398.183
40,0,0,1466,60,5,5,9,7921.9223698681835,8250.327599977234,456043.2879
40,0,0,1520,60,5,5,8,7921.9223698681835,8141.037383552151,402496.9186
40,0,0,1630,60,5,5,7,7921.9223698681835,8191.281473158275,450093.3131
40,0,0,2966,60,5,5,6,7921.9223698681835,8171.410410551659,821486.4769
40,0,0,3694,60,5,5,5,7921.9223698681835,8170.544220041425,1202003.833
40,0,0,2548,60,5,5,4,7921.9223698681835,8058.972571845885,729581.3505
40,0,0,1558,60,5,5,3,7921.9223698681835,8058.272967338313,494186.6528
40,0,0,2028,60,5,5,2,7921.9223698681835,8178.769057796992,660945.4639
40,0,0,2104,60,5,5,1,7921.9223698681835,8123.918662750789,736682.015
40,0,0,2280,60,5,5,0,7921.9223698681835,8166.899685939678,704648.9021
20,0,0,790,60,5,5,9,7921.9223698681835,8192.867319326293,257333.8109
20,0,0,988,60,5,5,8,7921.9223698681835,8123.918662750789,349545.8101
20,0,0,1454,60,5,5,7,7921.9223698681835,8123.918662750789,569857.4642
20,0,0,890,60,5,5,6,7921.9223698681835,8246.205926392318,308376.2383
20,0,0,832,60,5,5,5,7921.9223698681835,8175.863767350924,329873.4473
20,0,0,954,60,5,5,4,7921.9223698681835,8219.087157120006,363439.2737
20,0,0,738,60,5,5,3,7921.9223698681835,8192.867319326293,286726.2957
20,0,0,1134,60,5,5,2,7921.9223698681835,8190.449941570667,594095.0308
20,0,0,792,60,5,5,1,7921.9223698681835,8196.689539230982,385047.4721
20,0,0,762,60,5,5,0,7921.9223698681835,8111.6182544442945,404023.4654
10,0,0,336,60,5,5,9,7921.9223698681835,8250.327599977234,230984.0154
10,0,0,332,60,5,5,8,7921.9223698681835,8250.327599977234,238764.1525
10,0,0,346,60,5,5,7,7921.9223698681835,8250.327599977234,259242.4124
10,0,0,418,60,5,5,6,7921.9223698681835,8190.648778870837,316066.2875
10,0,0,322,60,5,5,5,7921.9223698681835,8250.327599977234,240832.388
10,0,0,408,60,5,5,4,7921.9223698681835,8192.867319326293,304933.5365
10,0,0,600,60,5,5,3,7921.9223698681835,8123.918662750789,545291.641
10,0,0,352,60,5,5,2,7921.9223698681835,8250.327599977234,339827.1651
10,0,0,330,60,5,5,1,7921.9223698681835,8250.327599977234,315531.5414
10,0,0,448,60,5,5,0,7921.9223698681835,8055.023813047761,458748.643
5,0,0,164,60,5,5,9,7921.9223698681835,8250.327599977234,172750.8007
5,0,0,150,60,5,5,8,7921.9223698681835,8250.327599977234,142953.1912
5,0,0,164,60,5,5,7,7921.9223698681835,8250.327599977234,167971.6063
5,0,0,158,60,5,5,6,7921.9223698681835,8250.327599977234,158441.7198
5,0,0,138,60,5,5,5,7921.9223698681835,8250.327599977234,135125.0327
5,0,0,150,60,5,5,4,7921.9223698681835,8250.327599977234,166812.2889
5,0,0,168,60,5,5,3,7921.9223698681835,8250.327599977234,173104.023
5,0,0,164,60,5,5,2,7921.9223698681835,8250.327599977234,169656.9812
5,0,0,156,60,5,5,1,7921.9223698681835,8250.327599977234,180350.6971
5,0,0,192,60,5,5,0,7921.9223698681835,8250.327599977234,218873.8251
80,0,0,4110,60,5,6,9,8018.056650348108,8078.198498641563,482965.4054
80,0,0,7382,60,5,6,8,8018.056650348108,8030.340393971396,967768.4105
80,0,0,4440,60,5,6,7,8018.056650348108,8024.2948220727185,598490.0173
80,0,0,5330,60,5,6,6,8018.056650348108,8084.213011513157,816715.9363
80,0,0,6064,60,5,6,5,8018.056650348108,8167.997935871437,1081823.29
80,0,0,5104,60,5,6,4,8018.056650348108,8070.110952953815,1149862.975
80,0,0,4348,60,5,6,3,8018.056650348108,8127.586426411281,906107.9272
80,0,0,3158,60,5,6,2,8018.056650348108,8071.821985908314,605370.2395
80,0,0,5436,60,5,6,1,8018.056650348108,8030.340393971396,1293662.572
80,0,0,3318,60,5,6,0,8018.056650348108,8081.159686172356,750821.2327
40,0,0,3306,60,5,6,9,8018.056650348108,8221.875441516988,892175.1616
40,0,0,1490,60,5,6,8,8018.056650348108,8144.386425109148,381293.2679
40,0,0,3996,60,5,6,7,8018.056650348108,8175.016158548018,1049751.219
40,0,0,2776,60,5,6,6,8018.056650348108,8127.595947100073,807832.5145
40,0,0,1574,60,5,6,5,8018.056650348108,8225.174988029705,393712.3863
40,0,0,1486,60,5,6,4,8018.056650348108,8144.386425109148,415805.2815
40,0,0,3482,60,5,6,3,8018.056650348108,8081.502440207685,1023846.044
40,0,0,3052,60,5,6,2,8018.056650348108,8070.110952953815,1010300.627
40,0,0,1476,60,5,6,1,8018.056650348108,8144.386425109148,452418.7488
40,0,0,1566,60,5,6,0,8018.056650348108,8118.065061372234,430213.1352
20,0,0,764,60,5,6,9,8018.056650348108,8144.386425109148,234645.2859
20,0,0,802,60,5,6,8,8018.056650348108,8144.386425109148,246419.5347
20,0,0,812,60,5,6,7,8018.056650348108,8118.065061372234,220299.9684
20,0,0,794,60,5,6,6,8018.056650348108,8174.0307673551215,255240.6426
20,0,0,810,60,5,6,5,8018.056650348108,8118.065061372234,225157.2643
20,0,0,1906,60,5,6,4,8018.056650348108,8170.633772,642714.9776
20,0,0,738,60,5,6,3,8018.056650348108,8144.386425109148,251660.1161
20,0,0,1144,60,5,6,2,8018.056650348108,8258.185167773294,394147.2135
20,0,0,778,60,5,6,1,8018.056650348108,8209.167180475473,285602.6765
20,0,0,1382,60,5,6,0,8018.056650348108,8156.608624,585609.825
10,0,0,584,60,5,6,9,8018.056650348108,8125.479958137097,254523.3226
10,0,0,576,60,5,6,8,8018.056650348108,8225.174988029705,253238.1809
10,0,0,366,60,5,6,7,8018.056650348108,8144.386425109148,170653.8315
10,0,0,412,60,5,6,6,8018.056650348108,8332.067683812109,197696.6303
10,0,0,554,60,5,6,5,8018.056650348108,8198.001612468577,310811.1326
10,0,0,938,60,5,6,4,8018.056650348108,8083.145424114791,544610.3202
10,0,0,902,60,5,6,3,8018.056650348108,8211.027175,583159.4524
10,0,0,452,60,5,6,2,8018.056650348108,8170.259675183355,329344.2433
10,0,0,478,60,5,6,1,8018.056650348108,8150.631527547656,353180.4335
10,0,0,740,60,5,6,0,8018.056650348108,8131.20617,612686.535
5,0,0,382,60,5,6,9,8018.056650348108,8195.756798,301149.7043
5,0,0,252,60,5,6,8,8018.056650348108,8153.413773380328,224478.3119
5,0,0,212,60,5,6,7,8018.056650348108,8258.185167773294,179067.0566
5,0,0,344,60,5,6,6,8018.056650348108,8250.162170148895,315620.9899
5,0,0,190,60,5,6,5,8018.056650348108,8364.856557,179300.8267
5,0,0,272,60,5,6,4,8018.056650348108,8345.707419,257498.6287
5,0,0,166,60,5,6,3,8018.056650348108,8352.222908383908,162518.5436
5,0,0,368,60,5,6,2,8018.056650348108,8222.926256607061,362463.3496
5,0,0,334,60,5,6,1,8018.056650348108,8026.045396869915,341888.7622
5,0,0,330,60,5,6,0,8018.056650348108,8389.251452640143,351320.5653
80,0,0,6714,60,5,7,9,7770.440431554764,7808.149407326106,891949.8806
80,0,0,3800,60,5,7,8,7770.440431554764,7807.006502883109,626383.9286
80,0,0,8902,60,5,7,7,7770.440431554764,7796.534667296188,1571554.393
80,0,0,6530,60,5,7,6,7770.440431554764,7802.029622834486,1324368.4
80,0,0,6722,60,5,7,5,7770.440431554764,7797.764995826548,1520270.436
80,0,0,2938,60,5,7,4,7770.440431554764,7822.815819,572520.4243
80,0,0,3488,60,5,7,3,7770.440431554764,7795.144613108857,934941.3991
80,0,0,4296,60,5,7,2,7770.440431554764,7817.136099408407,934097.4535
80,0,0,2984,60,5,7,1,7770.440431554764,7798.962509027555,694671.4845
80,0,0,3114,60,5,7,0,7770.440431554764,7798.962509027555,757123.1465
40,0,0,3488,60,5,7,9,7770.440431554764,7801.028136277737,903865.5118
40,0,0,1840,60,5,7,8,7770.440431554764,7807.006502883109,524512.8273
40,0,0,1582,60,5,7,7,7770.440431554764,7798.962509027555,424365.3577
40,0,0,2132,60,5,7,6,7770.440431554764,7807.006502883109,605810.373
40,0,0,1434,60,5,7,5,7770.440431554764,7822.815819,371309.6671
40,0,0,1460,60,5,7,4,7770.440431554764,7822.815819,397186.1654
40,0,0,1490,60,5,7,3,7770.440431554764,7798.962509027555,397246.5198
40,0,0,3476,60,5,7,2,7770.440431554764,7817.812669131339,933070.3939
40,0,0,1538,60,5,7,1,7770.440431554764,7798.962509027555,417563.0055
40,0,0,1900,60,5,7,0,7770.440431554764,7817.136099408407,542114.206
20,0,0,794,60,5,7,9,7770.440431554764,7798.962509027555,239037.785
20,0,0,712,60,5,7,8,7770.440431554764,7822.815819,215357.8295
20,0,0,940,60,5,7,7,7770.440431554764,7798.962509027555,291452.8219
20,0,0,758,60,5,7,6,7770.440431554764,7798.962509027555,240356.5089
20,0,0,1042,60,5,7,5,7770.440431554764,7807.006502883109,355189.2858
20,0,0,710,60,5,7,4,7770.440431554764,7822.815819,263362.0522
20,0,0,1320,60,5,7,3,7770.440431554764,7817.136099408407,519926.7113
20,0,0,1364,60,5,7,2,7770.440431554764,7815.702378608654,620099.1557
20,0,0,748,60,5,7,1,7770.440431554764,7800.2141840080385,462766.8327
20,0,0,708,60,5,7,0,7770.440431554764,7822.815819,383504.3893
10,0,0,534,60,5,7,9,7770.440431554764,7807.006502883109,333545.9284
10,0,0,340,60,5,7,8,7770.440431554764,7822.815819,218054.592
10,0,0,364,60,5,7,7,7770.440431554764,7822.815819,236292.5564
10,0,0,532,60,5,7,6,7770.440431554764,7783.0374081067475,415989.5325
10,0,0,412,60,5,7,5,7770.440431554764,7798.962509027555,301059.22
10,0,0,348,60,5,7,4,7770.440431554764,7822.815819,261520.7747
10,0,0,344,60,5,7,3,7770.440431554764,7822.815819,286485.7372
