GenerationNumberTermination,X,Y,TotalIterations,Stations,Drones,MTSPIteration,GeneticIteration,BestDistance,Genetic,TimeTaken
400,0,0,14830,45,10,5,8,10747.20931279058,10747.360425485334,2288269.402
400,0,0,15046,45,10,5,7,10747.20931279058,10757.738888775903,2322549.381
400,0,0,15036,45,10,5,6,10747.20931279058,10751.534458207387,2441001.147
400,0,0,15022,45,10,5,5,10747.20931279058,10750.824657239551,2511141.55
400,0,0,15116,45,10,5,4,10747.20931279058,10748.540365313966,2447284.69
400,0,0,14942,45,10,5,3,10747.20931279058,10748.540365313966,2487185.372
400,0,0,14984,45,10,5,2,10747.20931279058,10759.70048345864,2488939.616
400,0,0,15030,45,10,5,1,10747.20931279058,10747.360425485334,2875153.624
400,0,0,15040,45,10,5,0,10747.20931279058,10756.104905085725,2911005.236
200,0,0,7500,45,10,5,9,10747.20931279058,10749.459030712374,1616980.668
200,0,0,7572,45,10,5,8,10747.20931279058,10747.360425485334,1708540.917
200,0,0,7376,45,10,5,7,10747.20931279058,10750.556319427222,1818386.098
200,0,0,7358,45,10,5,6,10747.20931279058,10749.974005066657,2201478.457
200,0,0,7448,45,10,5,5,10747.20931279058,10750.429423692363,2415347.295
200,0,0,7372,45,10,5,4,10747.20931279058,10748.540365313966,2138950.318
200,0,0,7492,45,10,5,3,10747.20931279058,10747.360425485334,2299088.13
200,0,0,7516,45,10,5,2,10747.20931279058,10747.678848231482,2841578.231
200,0,0,7412,45,10,5,1,10747.20931279058,10747.20931279058,2725828.187
200,0,0,7482,45,10,5,0,10747.20931279058,10760.445301801376,3015710.015
100,0,0,3732,45,10,5,9,10747.20931279058,10784.77566576416,1506845.877
100,0,0,3776,45,10,5,8,10747.20931279058,10784.77566576416,1552051.642
100,0,0,3750,45,10,5,7,10747.20931279058,10763.692269287705,1678589.731
100,0,0,3682,45,10,5,6,10747.20931279058,10778.813161943093,1800847.174
100,0,0,3762,45,10,5,5,10747.20931279058,10751.694469626069,1905509.78
100,0,0,3640,45,10,5,4,10747.20931279058,10758.436890061346,1775596.685
100,0,0,3690,45,10,5,3,10747.20931279058,10755.209968806257,1875648.671
100,0,0,3664,45,10,5,2,10747.20931279058,10748.989501182437,1920900.438
100,0,0,3690,45,10,5,1,10747.20931279058,10748.989501182437,1952224.551
100,0,0,3702,45,10,5,0,10747.20931279058,10758.670756169657,2309764.833
50,0,0,1832,45,10,5,9,10747.20931279058,10749.721715111133,1134438.543
50,0,0,1836,45,10,5,8,10747.20931279058,10750.17057340162,1084136.564
50,0,0,1888,45,10,5,7,10747.20931279058,10778.813161943093,1244323.923
50,0,0,1772,45,10,5,6,10747.20931279058,10748.490478591986,1081635.645
50,0,0,1858,45,10,5,5,10747.20931279058,10812.848823761033,1123557.274
50,0,0,1858,45,10,5,4,10747.20931279058,10794.07997031529,1136245.722
50,0,0,1856,45,10,5,3,10747.20931279058,10753.908435824475,1162263.379
50,0,0,1800,45,10,5,2,10747.20931279058,10755.209968806257,1129031.029
50,0,0,1814,45,10,5,1,10747.20931279058,10748.989501182437,1118855.461
50,0,0,1910,45,10,5,0,10747.20931279058,10760.584105146803,682761.2695
800,0,0,29938,45,10,6,9,10543.706459034933,10556.19421257421,4051364.775
800,0,0,29778,45,10,6,8,10543.706459034933,10556.936330853467,4047141.198
800,0,0,29942,45,10,6,7,10543.706459034933,10545.60400398532,4390500.939
800,0,0,29826,45,10,6,6,10543.706459034933,10563.11851269814,5055788.887
800,0,0,29892,45,10,6,5,10543.706459034933,10571.496222316271,4805847.145
800,0,0,29926,45,10,6,4,10543.706459034933,10562.258260301584,4916060.497
800,0,0,29790,45,10,6,3,10543.706459034933,10562.258260301584,4866837.361
800,0,0,30160,45,10,6,2,10543.706459034933,10545.60400398532,4979114.705
800,0,0,29866,45,10,6,1,10543.706459034933,10583.802185731149,4644933.988
800,0,0,30082,45,10,6,0,10543.706459034933,10544.645328912187,5259578.509
400,0,0,15020,45,10,6,9,10543.706459034933,10572.374641876606,2604689.49
400,0,0,14934,45,10,6,8,10543.706459034933,10552.414756450173,2469806.484
400,0,0,14982,45,10,6,7,10543.706459034933,10544.044871469823,2362248.638
400,0,0,15008,45,10,6,6,10543.706459034933,10588.660526756521,2468544.682
400,0,0,15050,45,10,6,5,10543.706459034933,10554.337125927423,2418615.751
400,0,0,14962,45,10,6,4,10543.706459034933,10566.512163105363,2436696.207
400,0,0,14960,45,10,6,3,10543.706459034933,10543.706459034933,2597874.8
400,0,0,14910,45,10,6,2,10543.706459034933,10572.378224701853,2928957.291
400,0,0,14876,45,10,6,1,10543.706459034933,10602.956886597158,2835559.982
400,0,0,14980,45,10,6,0,10543.706459034933,10583.802185731149,2947768.953
200,0,0,7510,45,10,6,9,10543.706459034933,10566.512163105363,1571354.703
200,0,0,7456,45,10,6,8,10543.706459034933,10552.907248067448,1968972.411
200,0,0,7592,45,10,6,7,10543.706459034933,10558.400587255286,1931521.776
200,0,0,7464,45,10,6,6,10543.706459034933,10583.802185731149,2006302.297
200,0,0,7452,45,10,6,5,10543.706459034933,10545.408528674552,2016863.615
200,0,0,7536,45,10,6,4,10543.706459034933,10543.706459034933,2306493.472
200,0,0,7402,45,10,6,3,10543.706459034933,10579.511257099668,2298998.006
200,0,0,7554,45,10,6,2,10543.706459034933,10567.83150844082,2625709.025
200,0,0,7436,45,10,6,1,10543.706459034933,10583.802185731149,2699917.742
200,0,0,7480,45,10,6,0,10543.706459034933,10551.373659882296,3195276.039
100,0,0,3724,45,10,6,9,10543.706459034933,10558.400587255286,1499589.998
100,0,0,3746,45,10,6,8,10543.706459034933,10583.802185731149,1668929.896
100,0,0,3732,45,10,6,7,10543.706459034933,10588.816856209172,1798135.361
100,0,0,3630,45,10,6,6,10543.706459034933,10586.297404927174,1801660.071
100,0,0,3712,45,10,6,5,10543.706459034933,10584.34438,1869661.336
100,0,0,3784,45,10,6,4,10543.706459034933,10566.512163105363,1894191.88
100,0,0,3706,45,10,6,3,10543.706459034933,10622.114649021982,1883424.837
100,0,0,3748,45,10,6,2,10543.706459034933,10583.802185731149,2034992.066
100,0,0,3692,45,10,6,1,10543.706459034933,10605.98734855633,1990545.222
100,0,0,3726,45,10,6,0,10543.706459034933,10556.936330853467,2044682.147
50,0,0,1830,45,10,6,9,10543.706459034933,10605.537370460745,1062017.502
50,0,0,1810,45,10,6,8,10543.706459034933,10588.816856209172,1173443.718
50,0,0,1832,45,10,6,7,10543.706459034933,10583.802185731149,1187881.866
50,0,0,1808,45,10,6,6,10543.706459034933,10615.163134372466,1132192.458
50,0,0,1844,45,10,6,5,10543.706459034933,10558.400587255286,1093945.984
50,0,0,1816,45,10,6,4,10543.706459034933,10618.539049264837,1222837.363
50,0,0,1880,45,10,6,3,10543.706459034933,10576.809431418944,1123932.079
50,0,0,1856,45,10,6,2,10543.706459034933,10559.700085420758,1185905.965
50,0,0,1834,45,10,6,1,10543.706459034933,10619.18779414614,1147751.085
50,0,0,1892,45,10,6,0,10543.706459034933,10558.400587255286,547555.4875
800,0,0,29790,45,10,7,9,10998.034950398815,10994.96180329918,3021391.883
800,0,0,30106,45,10,7,8,10998.034950398815,11009.866960483896,5233827.667
800,0,0,30044,45,10,7,7,10998.034950398815,11009.866960483896,5699776.822
800,0,0,29970,45,10,7,6,10998.034950398815,11027.978741859579,4495344.154
800,0,0,30074,45,10,7,5,10998.034950398815,11027.978741859579,4326497.413
800,0,0,29716,45,10,7,4,10998.034950398815,11025.474692273814,4670616.594
800,0,0,29962,45,10,7,3,10998.034950398815,11027.978741859579,4489734.736
800,0,0,29924,45,10,7,2,10998.034950398815,10998.034950398815,4679687.129
800,0,0,29934,45,10,7,1,10998.034950398815,11001.335461540075,4561873.651
800,0,0,29726,45,10,7,0,10998.034950398815,11027.978741859579,4516117.96
400,0,0,14952,45,10,7,9,10998.034950398815,11002.011795322282,2644978.318
400,0,0,14990,45,10,7,8,10998.034950398815,11012.521370665403,2857646.325
400,0,0,15016,45,10,7,7,10998.034950398815,11027.978741859579,2394564.744
400,0,0,14920,45,10,7,6,10998.034950398815,11007.387683509569,3015520.187
400,0,0,14922,45,10,7,5,10998.034950398815,11025.474692273814,2475417.496
400,0,0,15106,45,10,7,4,10998.034950398815,11032.389451532941,2798282.71
400,0,0,14774,45,10,7,3,10998.034950398815,11027.978741859579,2526981.638
400,0,0,15038,45,10,7,2,10998.034950398815,11009.866960483896,3358320.285
400,0,0,14992,45,10,7,1,10998.034950398815,11027.978741859579,2654421.082
400,0,0,15002,45,10,7,0,10998.034950398815,11027.978741859579,2958097.467
200,0,0,7396,45,10,7,9,10998.034950398815,11048.35014851546,1778497.332
200,0,0,7468,45,10,7,8,10998.034950398815,11050.170973192679,1459023.745
200,0,0,7462,45,10,7,7,10998.034950398815,11027.978741859579,1898017.46
200,0,0,7356,45,10,7,6,10998.034950398815,11001.335461540075,1997010.262
200,0,0,7486,45,10,7,5,10998.034950398815,11027.978741859579,2250750.01
200,0,0,7552,45,10,7,4,10998.034950398815,11009.866960483896,2301789.071
200,0,0,7554,45,10,7,3,10998.034950398815,11047.103618569481,2266863.596
200,0,0,7624,45,10,7,2,10998.034950398815,11032.389451532941,2884948.791
200,0,0,7482,45,10,7,1,10998.034950398815,11048.550042068548,2777478.202
200,0,0,7478,45,10,7,0,10998.034950398815,11027.978741859579,2959316.693
100,0,0,3714,45,10,7,9,10998.034950398815,11036.903176815571,1509882.001
100,0,0,3638,45,10,7,8,10998.034950398815,11035.725045290843,1629919.714
100,0,0,3766,45,10,7,7,10998.034950398815,11027.978741859579,1553108.297
100,0,0,3606,45,10,7,6,10998.034950398815,11048.35014851546,1516882.987
100,0,0,3684,45,10,7,5,10998.034950398815,11032.533441208832,1756845.689
100,0,0,3656,45,10,7,4,10998.034950398815,11012.521370665403,2072168.83
100,0,0,3630,45,10,7,3,10998.034950398815,11050.170973192679,1622132.521
100,0,0,3744,45,10,7,2,10998.034950398815,11032.15828681744,2128799.517
100,0,0,3762,45,10,7,1,10998.034950398815,11047.103618569481,1932917.019
100,0,0,3648,45,10,7,0,10998.034950398815,11037.924626816348,2268066.163
50,0,0,1870,45,10,7,9,10998.034950398815,11030.479149537245,1301720.598
50,0,0,1858,45,10,7,8,10998.034950398815,11009.866960483896,1253495.352
50,0,0,1812,45,10,7,7,10998.034950398815,11000.174592315656,1073448.216
50,0,0,1850,45,10,7,6,10998.034950398815,11027.978741859579,1176382.208
50,0,0,1826,45,10,7,5,10998.034950398815,11027.978741859579,1234072.597
50,0,0,1816,45,10,7,4,10998.034950398815,11027.978741859579,1003513.998
50,0,0,1824,45,10,7,3,10998.034950398815,11016.162309222294,1136287.988
50,0,0,1870,45,10,7,2,10998.034950398815,11022.187355677852,1268598.914
50,0,0,1806,45,10,7,1,10998.034950398815,11048.35014851546,1197365.945
50,0,0,1872,45,10,7,0,10998.034950398815,11048.35014851546,530171.5038
800,0,0,29744,45,10,8,9,11335.813022484394,11364.276111461944,4108407.179
800,0,0,29984,45,10,8,8,11335.813022484394,11352.556847027423,4367902.607
800,0,0,29668,45,10,8,7,11335.813022484394,11365.345039870906,4376119.837
800,0,0,29896,45,10,8,6,11335.813022484394,11338.594600121069,4522011.299
800,0,0,30010,45,10,8,5,11335.813022484394,11335.813022484394,4434115.943
800,0,0,30044,45,10,8,4,11335.813022484394,11352.233931081364,4433740.801
800,0,0,30030,45,10,8,3,11335.813022484394,11338.594600121069,5132604.468
800,0,0,29982,45,10,8,2,11335.813022484394,11346.801334737827,4412456.666
800,0,0,30216,45,10,8,1,11335.813022484394,11352.233931081364,4610008.689
800,0,0,29738,45,10,8,0,11335.813022484394,11356.794334985632,4736134.002
400,0,0,15050,45,10,8,9,11335.813022484394,11354.513246325465,2811844.375
400,0,0,15048,45,10,8,8,11335.813022484394,11365.345039870906,2288442.15
400,0,0,15016,45,10,8,7,11335.813022484394,11370.872556780143,2330265.711
400,0,0,15044,45,10,8,6,11335.813022484394,11365.345039870906,2333015.198
400,0,0,14908,45,10,8,5,11335.813022484394,11364.840158801413,2355874.435
400,0,0,14992,45,10,8,4,11335.813022484394,11346.801334737827,2418912.763
400,0,0,14952,45,10,8,3,11335.813022484394,11370.711937766253,2805827.08
400,0,0,14964,45,10,8,2,11335.813022484394,11363.472780635513,2762269.367
400,0,0,15010,45,10,8,1,11335.813022484394,11352.556847027423,2679553.618
400,0,0,14984,45,10,8,0,11335.813022484394,11346.801334737827,2949725.015
200,0,0,7506,45,10,8,9,11335.813022484394,11356.151069962518,1644914.504
200,0,0,7410,45,10,8,8,11335.813022484394,11352.233931081364,1785073.144
200,0,0,7530,45,10,8,7,11335.813022484394,11335.813022484394,1933408.122
200,0,0,7450,45,10,8,6,11335.813022484394,11368.230250965238,1978948.067
200,0,0,7516,45,10,8,5,11335.813022484394,11337.499558846313,2258366.872
200,0,0,7350,45,10,8,4,11335.813022484394,11336.134673029264,2287663.771
200,0,0,7404,45,10,8,3,11335.813022484394,11368.845778905827,2557247.291
200,0,0,7538,45,10,8,2,11335.813022484394,11365.345039870906,2569529.783
200,0,0,7518,45,10,8,1,11335.813022484394,11387.881254179658,2493347.419
200,0,0,7476,45,10,8,0,11335.813022484394,11365.345039870906,2931027.984
100,0,0,3746,45,10,8,9,11335.813022484394,11352.233931081364,1750009.013
100,0,0,3684,45,10,8,8,11335.813022484394,11365.345039870906,1540683.597
100,0,0,3676,45,10,8,7,11335.813022484394,11336.053815277875,1533529.842
100,0,0,3790,45,10,8,6,11335.813022484394,11352.233931081364,1662308.937
100,0,0,3762,45,10,8,5,11335.813022484394,11352.233931081364,1787483.586
100,0,0,3670,45,10,8,4,11335.813022484394,11365.345039870906,1765198.1
100,0,0,3718,45,10,8,3,11335.813022484394,11364.452289763281,2143357.951
100,0,0,3644,45,10,8,2,11335.813022484394,11352.233931081364,1921953.148
100,0,0,3698,45,10,8,1,11335.813022484394,11370.240701269966,2269447.61
100,0,0,3718,45,10,8,0,11335.813022484394,11365.166597800771,2083267.162
50,0,0,1844,45,10,8,9,11335.813022484394,11374.493709358478,1099228.372
50,0,0,1814,45,10,8,8,11335.813022484394,11378.744521724917,1108881.436
50,0,0,1870,45,10,8,7,11335.813022484394,11434.366446927113,1124703.498
50,0,0,1882,45,10,8,6,11335.813022484394,11374.493709358478,1226145.918
50,0,0,1852,45,10,8,5,11335.813022484394,11390.59847,1163581.198
50,0,0,1810,45,10,8,4,11335.813022484394,11370.898908975854,1038791.177
50,0,0,1846,45,10,8,3,11335.813022484394,11365.345039870906,1192913.893
50,0,0,1808,45,10,8,2,11335.813022484394,11366.471093303442,1217010.164
50,0,0,1852,45,10,8,1,11335.813022484394,11365.345039870906,1134933.129
50,0,0,1934,45,10,8,0,11335.813022484394,11353.162564837503,328683.7629
800,0,0,30354,45,10,9,9,10279.267179233348,10303.187331455027,4303730.406
800,0,0,29838,45,10,9,8,10279.267179233348,10309.835542523457,4242655.487
800,0,0,29994,45,10,9,7,10279.267179233348,10289.831132501538,4754466.22
800,0,0,29916,45,10,9,6,10279.267179233348,10328.689852464857,4452594.349
800,0,0,29934,45,10,9,5,10279.267179233348,10284.50752011738,4644684.696
800,0,0,30030,45,10,9,4,10279.267179233348,10318.468822696963,4445502.606
800,0,0,29932,45,10,9,3,10279.267179233348,10293.654463796594,4515825.532
800,0,0,29788,45,10,9,2,10279.267179233348,10293.088220081518,4503258.887
800,0,0,29964,45,10,9,1,10279.267179233348,10280.908507541473,5310905.878
800,0,0,30140,45,10,9,0,10279.267179233348,10293.654463796594,4640716.024
400,0,0,14970,45,10,9,9,10279.267179233348,10303.637304673137,2324419.35
400,0,0,14920,45,10,9,8,10279.267179233348,10293.654463796594,2298397.276
400,0,0,14934,45,10,9,7,10279.267179233348,10284.456196546058,2371991.284
400,0,0,15080,45,10,9,6,10279.267179233348,10287.786953353369,2339087.526
400,0,0,14994,45,10,9,5,10279.267179233348,10309.835542523457,2560463.568
400,0,0,14940,45,10,9,4,10279.267179233348,10344.347867307224,2419044.602
400,0,0,14976,45,10,9,3,10279.267179233348,10289.007663470633,2580587.047
400,0,0,14854,45,10,9,2,10279.267179233348,10287.875174483004,2512606.205
400,0,0,14872,45,10,9,1,10279.267179233348,10287.786953353369,2803729.765
400,0,0,14914,45,10,9,0,10279.267179233348,10293.654463796594,2874645.35
200,0,0,7502,45,10,9,9,10279.267179233348,10287.875174483004,1545702.044
200,0,0,7490,45,10,9,8,10279.267179233348,10298.033358375344,1918776.642
200,0,0,7474,45,10,9,7,10279.267179233348,10296.523010181701,1779258.826
200,0,0,7432,45,10,9,6,10279.267179233348,10289.831132501538,2192244.543
200,0,0,7488,45,10,9,5,10279.267179233348,10287.875174483004,2072714.734
200,0,0,7468,45,10,9,4,10279.267179233348,10293.654463796594,2310756.018
200,0,0,7614,45,10,9,3,10279.267179233348,10302.256017824486,2456871.35
200,0,0,7338,45,10,9,2,10279.267179233348,10289.591923572532,2820536.388
200,0,0,7488,45,10,9,1,10279.267179233348,10280.908507541473,2711509.461
200,0,0,7572,45,10,9,0,10279.267179233348,10321.418970053825,2935536.994
100,0,0,3686,45,10,9,9,10279.267179233348,10280.908507541473,1677070.256
100,0,0,3708,45,10,9,8,10279.267179233348,10310.874482835176,1670816.417
100,0,0,3634,45,10,9,7,10279.267179233348,10334.954129571852,1602444.472
100,0,0,3742,45,10,9,6,10279.267179233348,10296.523010181701,1602830.183
100,0,0,3784,45,10,9,5,10279.267179233348,10312.19791348335,1949472.106
100,0,0,3656,45,10,9,4,10279.267179233348,10280.908507541473,1986313.04
100,0,0,3710,45,10,9,3,10279.267179233348,10328.689852464857,1939848.444
100,0,0,3848,45,10,9,2,10279.267179233348,10353.083005348046,2331072.339
100,0,0,3710,45,10,9,1,10279.267179233348,10322.81286658448,1903006.689
100,0,0,3772,45,10,9,0,10279.267179233348,10328.689852464857,2094983.235
50,0,0,1896,45,10,9,9,10279.267179233348,10287.875174483004,1102673.856
50,0,0,1834,45,10,9,8,10279.267179233348,10328.613858904664,1079915.748
50,0,0,1828,45,10,9,7,10279.267179233348,10287.875174483004,1094572.071
50,0,0,1786,45,10,9,6,10279.267179233348,10305.438661880382,1053462.735
50,0,0,1838,45,10,9,5,10279.267179233348,10321.767528213612,1239111.292
50,0,0,1900,45,10,9,4,10279.267179233348,10289.831132501538,1278958.926
50,0,0,1814,45,10,9,3,10279.267179233348,10328.689852464857,1150282.108
50,0,0,1844,45,10,9,2,10279.267179233348,10290.278778809707,1427892.268
50,0,0,1760,45,10,9,1,10279.267179233348,10336.972431539347,1076305.377
50,0,0,1904,45,10,9,0,10279.267179233348,10342.160042738036,293568.614
800,0,0,29906,45,10,10,9,11109.43702988221,11109.532137569126,3740752.683
800,0,0,30036,45,10,10,8,11109.43702988221,11109.43702988221,4340556.729
800,0,0,29916,45,10,10,7,11109.43702988221,11109.706615406523,4766434.464
800,0,0,29990,45,10,10,6,11109.43702988221,11109.569107795383,5021831.22
800,0,0,29902,45,10,10,5,11109.43702988221,11109.569107795383,5114738.068
800,0,0,30066,45,10,10,4,11109.43702988221,11109.762067589545,5191796.71
800,0,0,30018,45,10,10,3,11109.43702988221,11109.706615406523,5080924.153
800,0,0,29776,45,10,10,2,11109.43702988221,11110.430600090902,5226633.618
800,0,0,29924,45,10,10,1,11109.43702988221,11109.624513602374,5083166.817
800,0,0,29920,45,10,10,0,11109.43702988221,11109.569107795383,5108909.327
400,0,0,14962,45,10,10,9,11109.43702988221,11109.864638779976,2651574.999
400,0,0,14870,45,10,10,8,11109.43702988221,11110.794790844173,2530628.757
400,0,0,14860,45,10,10,7,11109.43702988221,11109.569107795383,2624067.628
400,0,0,15056,45,10,10,6,11109.43702988221,11113.252906012414,2591550.571
400,0,0,15000,45,10,10,5,11109.43702988221,11110.75765210126,2683605.329
400,0,0,15088,45,10,10,4,11109.43702988221,11109.43702988221,2722272.245
400,0,0,14850,45,10,10,3,11109.43702988221,11109.569107795383,2586113.467
400,0,0,15082,45,10,10,2,11109.43702988221,11109.639394461337,2713061.381
400,0,0,15034,45,10,10,1,11109.43702988221,11115.200278828022,2610742.937
400,0,0,15090,45,10,10,0,11109.43702988221,11109.48662,3217576.996
200,0,0,7438,45,10,10,9,11109.43702988221,11114.24957878347,1580600.14
200,0,0,7434,45,10,10,8,11109.43702988221,11109.706615406523,1685211.838
200,0,0,7496,45,10,10,7,11109.43702988221,11109.532137569126,2104989.545
200,0,0,7478,45,10,10,6,11109.43702988221,11113.252906012414,1885222.898
200,0,0,7430,45,10,10,5,11109.43702988221,11109.550381440253,2232718.119
200,0,0,7394,45,10,10,4,11109.43702988221,11116.185902372632,2196317.616
200,0,0,7450,45,10,10,3,11109.43702988221,11118.362262942064,2335019.677
200,0,0,7524,45,10,10,2,11109.43702988221,11109.43702988221,2673504.45
200,0,0,7496,45,10,10,1,11109.43702988221,11115.138932372452,2548739.734
200,0,0,7418,45,10,10,0,11109.43702988221,11113.874882495013,3964593.251
100,0,0,3734,45,10,10,9,11109.43702988221,11110.146980553618,1621252.823
100,0,0,3746,45,10,10,8,11109.43702988221,11114.509694218246,1548314.858
100,0,0,3732,45,10,10,7,11109.43702988221,11112.33540957081,2100257.155
100,0,0,3774,45,10,10,6,11109.43702988221,11111.937570574408,1725245.478
100,0,0,3716,45,10,10,5,11109.43702988221,11109.532137569126,1765843.907
100,0,0,3676,45,10,10,4,11109.43702988221,11114.441103114686,1968822.539
100,0,0,3686,45,10,10,3,11109.43702988221,11119.10274810026,2069857.042
100,0,0,3686,45,10,10,2,11109.43702988221,11118.38027700915,1934248.418
100,0,0,3690,45,10,10,1,11109.43702988221,11118.089739967116,2028774.718
100,0,0,3760,45,10,10,0,11109.43702988221,11121.302530881745,1977888.786
50,0,0,1854,45,10,10,9,11109.43702988221,11113.023823633794,1021529.773
50,0,0,1822,45,10,10,8,11109.43702988221,11109.864638779976,1159069.121
50,0,0,1832,45,10,10,7,11109.43702988221,11109.89636573061,1147201.068
50,0,0,1872,45,10,10,6,11109.43702988221,11111.537132502863,1109264.361
50,0,0,1834,45,10,10,5,11109.43702988221,11111.857178721926,1156317.482
50,0,0,1828,45,10,10,4,11109.43702988221,11118.014675929204,1132151.71
50,0,0,1846,45,10,10,3,11109.43702988221,11112.695487258285,1231847.337
50,0,0,1864,45,10,10,2,11109.43702988221,11111.510889276224,1183873.777
50,0,0,1830,45,10,10,1,11109.43702988221,11117.93203387006,1181709.665
50,0,0,1886,45,10,10,0,11109.43702988221,11134.029728955627,983861.5411
800,0,0,30084,60,1,1,9,5553.383093452448,5553.383368839515,5714999.127
800,0,0,30052,60,1,1,8,5553.383093452448,5553.383220227529,5930140.233
800,0,0,30124,60,1,1,7,5553.383093452448,5553.383124596273,5833503.629
800,0,0,30010,60,1,1,6,5553.383093452448,5553.3833008720485,7328446.772
800,0,0,29956,60,1,1,5,5553.383093452448,5553.383735758846,7774425.926
800,0,0,29818,60,1,1,4,5553.383093452448,5553.383094226526,7407698.698
800,0,0,30094,60,1,1,3,5553.383093452448,5553.383116590388,6092064.517
800,0,0,29984,60,1,1,2,5553.383093452448,5553.383093452449,5863821.247
800,0,0,29790,60,1,1,1,5553.383093452448,5553.383661489224,8290947.565
800,0,0,29954,60,1,1,0,5553.383093452448,5553.383100312733,8411869.571
400,0,0,15064,60,1,1,9,5553.383093452448,5553.384453389739,4441065.3
400,0,0,14874,60,1,1,8,5553.383093452448,5553.383749451309,3689196.279
400,0,0,14794,60,1,1,7,5553.383093452448,5553.383124596273,4287207.182
400,0,0,15022,60,1,1,6,5553.383093452448,5553.383097945358,4402250.292
400,0,0,15118,60,1,1,5,5553.383093452448,5553.383189636864,5759908.708
400,0,0,14956,60,1,1,4,5553.383093452448,5553.383097223881,5073661.164
400,0,0,15056,60,1,1,3,5553.383093452448,5553.383093981127,5466116.022
400,0,0,14960,60,1,1,2,5553.383093452448,5553.386606556318,6716717.247
400,0,0,14822,60,1,1,1,5553.383093452448,5553.383097223882,8857818.375
400,0,0,14960,60,1,1,0,5553.383093452448,5553.386334,11631378.26
200,0,0,7518,60,1,1,9,5553.383093452448,5553.384263219476,5035136.875
200,0,0,7506,60,1,1,8,5553.383093452448,5553.383100312733,5614168.83
200,0,0,7428,60,1,1,7,5553.383093452448,5553.383190527143,6932481.543
200,0,0,7460,60,1,1,6,5553.383093452448,5553.387090442861,5359991.517
200,0,0,7562,60,1,1,5,5553.383093452448,5553.383413324841,5252635.822
200,0,0,7420,60,1,1,4,5553.383093452448,5553.4456907267295,5457490.767
200,0,0,7510,60,1,1,3,5553.383093452448,5553.383735758846,7545041.237
200,0,0,7450,60,1,1,2,5553.383093452448,5553.383334,7323082.55
200,0,0,7422,60,1,1,1,5553.383093452448,5553.383371,6368623.789
200,0,0,7484,60,1,1,0,5553.383093452448,5553.383124596274,7864741.226
100,0,0,3748,60,1,1,9,5553.383093452448,5553.383403,6352401.208
100,0,0,3724,60,1,1,8,5553.383093452448,5553.389735,4126647.26
100,0,0,3662,60,1,1,7,5553.383093452448,5553.384080672912,4548922.077
100,0,0,3786,60,1,1,6,5553.383093452448,5553.3916731405325,4237841.296
100,0,0,3666,60,1,1,5,5553.383093452448,5553.385048150714,4783003.241
100,0,0,3632,60,1,1,4,5553.383093452448,5553.383112455512,5294154.349
100,0,0,3720,60,1,1,3,5553.383093452448,5553.384776125924,4654315.54
100,0,0,3724,60,1,1,2,5553.383093452448,5553.383121989353,5617712.103
100,0,0,3768,60,1,1,1,5553.383093452448,5553.383661489224,5724255.011
100,0,0,3762,60,1,1,0,5553.383093452448,5553.383721603046,5322151.911
50,0,0,1812,60,1,1,9,5553.383093452448,5553.383242669725,2753436.493
50,0,0,1824,60,1,1,8,5553.383093452448,5553.393886884992,2817977.176
50,0,0,1772,60,1,1,7,5553.383093452448,5553.397139843554,3160519.329
50,0,0,1830,60,1,1,6,5553.383093452448,5553.384905092281,3749013.649
50,0,0,1804,60,1,1,5,5553.383093452448,5553.383167435963,4843091.463
50,0,0,1808,60,1,1,4,5553.383093452448,5553.383093452449,5117233.206
50,0,0,1806,60,1,1,3,5553.383093452448,5553.460742604449,6729063.424
50,0,0,1800,60,1,1,2,5553.383093452448,5553.385109124969,8986633.963
50,0,0,1824,60,1,1,1,5553.383093452448,5553.384795649998,10661943.21
50,0,0,1858,60,1,1,0,5553.383093452448,5553.6857918086935,14551493.96
800,0,0,30022,60,1,2,9,5439.310155218277,5439.311664,6650603.611
800,0,0,29886,60,1,2,8,5439.310155218277,5439.310160138714,7059586.847
800,0,0,29980,60,1,2,7,5439.310155218277,5439.310155673167,7961257.265
800,0,0,30002,60,1,2,6,5439.310155218277,5439.310412546777,5932790.466
800,0,0,29822,60,1,2,5,5439.310155218277,5439.310163764661,8070609.125
800,0,0,29764,60,1,2,4,5439.310155218277,5439.310459554938,8953160.762
800,0,0,29924,60,1,2,3,5439.310155218277,5439.310222000691,8171480.657
800,0,0,29990,60,1,2,2,5439.310155218277,5439.310157093489,7995900.162
800,0,0,30014,60,1,2,1,5439.310155218277,5439.310321,7724532.171
800,0,0,30040,60,1,2,0,5439.310155218277,5439.310412546777,7161369.317
400,0,0,14772,60,1,2,9,5439.310155218277,5439.3109210937755,4339705.534
400,0,0,15056,60,1,2,8,5439.310155218277,5439.310459554938,4630050.099
400,0,0,15024,60,1,2,7,5439.310155218277,5439.310388020693,3979058.822
400,0,0,15018,60,1,2,6,5439.310155218277,5439.310943551893,5030983.766
400,0,0,14856,60,1,2,5,5439.310155218277,5439.3101681763055,4634590.624
400,0,0,14854,60,1,2,4,5439.310155218277,5439.310163764662,6414012.875
400,0,0,15048,60,1,2,3,5439.310155218277,5439.310155218277,5842415.366
400,0,0,14864,60,1,2,2,5439.310155218277,5439.311041,6623979.477
