GenerationNumberTermination,X,Y,TotalIterations,Stations,Drones,MTSPIteration,GeneticIteration,BestDistance,Genetic,TimeTaken
50,0,0,1922,15,6,4,0,5233.499450061876,5233.511668433293,27278.4357
800,0,0,29808,15,6,5,9,3890.5634572418594,3890.5634572418594,1013983.49
800,0,0,29958,15,6,5,8,3890.5634572418594,3890.5792377767793,1199547.152
800,0,0,30210,15,6,5,7,3890.5634572418594,3890.6210770678854,1227544.351
800,0,0,29762,15,6,5,6,3890.5634572418594,3890.589408218546,1112677.534
800,0,0,30022,15,6,5,5,3890.5634572418594,3890.589408218546,1180072.118
800,0,0,30094,15,6,5,4,3890.5634572418594,3890.589408218546,1215247.597
800,0,0,30182,15,6,5,3,3890.5634572418594,3890.589408218546,1336828.36
800,0,0,29898,15,6,5,2,3890.5634572418594,3890.588004367688,1131480.338
800,0,0,30102,15,6,5,1,3890.5634572418594,3890.589408218546,1350567.503
800,0,0,29934,15,6,5,0,3890.5634572418594,3890.5634572418594,1399891.955
400,0,0,14860,15,6,5,9,3890.5634572418594,3890.675945211387,600843.2144
400,0,0,15016,15,6,5,8,3890.5634572418594,3890.567144708175,703179.859
400,0,0,15170,15,6,5,7,3890.5634572418594,3890.589408218546,603909.0596
400,0,0,14820,15,6,5,6,3890.5634572418594,3890.567144708175,720879.8433
400,0,0,15202,15,6,5,5,3890.5634572418594,3890.5792377767793,846492.9338
400,0,0,14910,15,6,5,4,3890.5634572418594,3890.5634572418594,736507.7261
400,0,0,14950,15,6,5,3,3890.5634572418594,3890.619200174859,660377.5451
400,0,0,15014,15,6,5,2,3890.5634572418594,3890.689408,630192.7107
400,0,0,15086,15,6,5,1,3890.5634572418594,3890.577783065229,938077.2774
400,0,0,15046,15,6,5,0,3890.5634572418594,3890.6210770678854,825141.7449
200,0,0,7308,15,6,5,9,3890.5634572418594,3890.6210770678854,407401.2775
200,0,0,7478,15,6,5,8,3890.5634572418594,3890.689408,332425.103
200,0,0,7412,15,6,5,7,3890.5634572418594,3890.6396054149795,372886.7408
200,0,0,7518,15,6,5,6,3890.5634572418594,3890.589408218546,401579.9577
200,0,0,7300,15,6,5,5,3890.5634572418594,3890.7417763407457,319829.5325
200,0,0,7508,15,6,5,4,3890.5634572418594,3890.7485847586036,381321.8941
200,0,0,7428,15,6,5,3,3890.5634572418594,3890.675945211387,362143.5122
200,0,0,7500,15,6,5,2,3890.5634572418594,3890.6210770678854,406701.6288
200,0,0,7500,15,6,5,1,3890.5634572418594,3890.7228344595246,358656.7548
200,0,0,7462,15,6,5,0,3890.5634572418594,3890.5802173083875,372810.9448
100,0,0,3728,15,6,5,9,3890.5634572418594,3890.7228344595246,186951.7738
100,0,0,3766,15,6,5,8,3890.5634572418594,3890.7417763407457,180784.7768
100,0,0,3692,15,6,5,7,3890.5634572418594,3890.7545482937076,210462.7184
100,0,0,3730,15,6,5,6,3890.5634572418594,3890.7417763407457,177107.3241
100,0,0,3686,15,6,5,5,3890.5634572418594,3890.689408,178005.0798
100,0,0,3790,15,6,5,4,3890.5634572418594,3890.7417763407457,180836.4649
100,0,0,3692,15,6,5,3,3890.5634572418594,3890.675945211387,181170.4327
100,0,0,3754,15,6,5,2,3890.5634572418594,3890.595736787424,183618.8784
100,0,0,3692,15,6,5,1,3890.5634572418594,3890.6961766171903,228290.5379
100,0,0,3680,15,6,5,0,3890.5634572418594,3891.255087767404,259722.5618
50,0,0,1836,15,6,5,9,3890.5634572418594,3890.7417763407457,92792.9665
50,0,0,1848,15,6,5,8,3890.5634572418594,3890.6396054149795,91520.2144
50,0,0,1792,15,6,5,7,3890.5634572418594,3891.253626360117,66379.2718
50,0,0,1862,15,6,5,6,3890.5634572418594,3890.7417763407457,50734.1221
50,0,0,1818,15,6,5,5,3890.5634572418594,3890.8439494545364,47906.226
50,0,0,1832,15,6,5,4,3890.5634572418594,3890.7545482937076,42782.156
50,0,0,1822,15,6,5,3,3890.5634572418594,3890.7417763407457,27221.3404
50,0,0,1818,15,6,5,2,3890.5634572418594,3890.5634572418594,27427.2835
50,0,0,1852,15,6,5,1,3890.5634572418594,3890.8070756857433,28466.8314
50,0,0,1842,15,6,5,0,3890.5634572418594,3890.7417763407457,17376.4995
800,0,0,29986,15,6,6,9,5353.169463854758,5353.195634345255,1072092.048
800,0,0,30120,15,6,6,8,5353.169463854758,5353.169463854758,966698.4205
800,0,0,29792,15,6,6,7,5353.169463854758,5353.169463854758,951523.7626
800,0,0,29998,15,6,6,6,5353.169463854758,5353.182434197075,983744.3098
800,0,0,29854,15,6,6,5,5353.169463854758,5353.169463854758,1132756.993
800,0,0,30136,15,6,6,4,5353.169463854758,5353.195634345255,1281640.444
800,0,0,29956,15,6,6,3,5353.169463854758,5353.169463854758,1143163.583
800,0,0,29996,15,6,6,2,5353.169463854758,5353.195634345255,1332238.047
800,0,0,29958,15,6,6,1,5353.169463854758,5353.169463854758,1215310.603
800,0,0,29972,15,6,6,0,5353.169463854758,5353.169463854758,1267170.09
400,0,0,14972,15,6,6,9,5353.169463854758,5353.169463854758,621403.4261
400,0,0,14836,15,6,6,8,5353.169463854758,5353.274615640667,715221.0085
400,0,0,14928,15,6,6,7,5353.169463854758,5353.169463854758,628817.836
400,0,0,15074,15,6,6,6,5353.169463854758,5353.169463854758,643372.9882
400,0,0,14884,15,6,6,5,5353.169463854758,5353.364734,737812.8883
400,0,0,14906,15,6,6,4,5353.169463854758,5353.182434197075,750626.6024
400,0,0,14908,15,6,6,3,5353.169463854758,5353.182434197075,682725.7953
400,0,0,14892,15,6,6,2,5353.169463854758,5353.431358824095,797979.4502
400,0,0,14994,15,6,6,1,5353.169463854758,5353.169463854758,733960.3572
400,0,0,14964,15,6,6,0,5353.169463854758,5353.182434197075,768578.9713
200,0,0,7318,15,6,6,9,5353.169463854758,5353.170956547481,330107.2449
200,0,0,7454,15,6,6,8,5353.169463854758,5353.751517451624,392301.6183
200,0,0,7474,15,6,6,7,5353.169463854758,5357.594274929308,418237.8903
200,0,0,7506,15,6,6,6,5353.169463854758,5353.550762542356,430815.6891
200,0,0,7454,15,6,6,5,5353.169463854758,5353.274615640667,395139.7421
200,0,0,7528,15,6,6,4,5353.169463854758,5353.829725570358,456010.8523
200,0,0,7524,15,6,6,3,5353.169463854758,5353.349238,349066.2588
200,0,0,7428,15,6,6,2,5353.169463854758,5357.633284746799,410973.9153
200,0,0,7546,15,6,6,1,5353.169463854758,5353.2700601226925,406628.9642
200,0,0,7486,15,6,6,0,5353.169463854758,5353.2700601226925,406640.4751
100,0,0,3658,15,6,6,9,5353.169463854758,5353.9825660376655,216790.547
100,0,0,3756,15,6,6,8,5353.169463854758,5353.545437,197417.892
100,0,0,3724,15,6,6,7,5353.169463854758,5353.304006157822,241501.4783
100,0,0,3734,15,6,6,6,5353.169463854758,5353.274615640667,222589.2388
100,0,0,3790,15,6,6,5,5353.169463854758,5354.171357,225833.6414
100,0,0,3738,15,6,6,4,5353.169463854758,5353.768230192682,207969.4617
100,0,0,3722,15,6,6,3,5353.169463854758,5354.200599702648,222644.0458
100,0,0,3726,15,6,6,2,5353.169463854758,5353.170956547481,188993.9593
100,0,0,3714,15,6,6,1,5353.169463854758,5353.349238,201003.4872
100,0,0,3742,15,6,6,0,5353.169463854758,5353.241493067755,219329.0657
50,0,0,1844,15,6,6,9,5353.169463854758,5357.690826258593,81736.5344
50,0,0,1802,15,6,6,8,5353.169463854758,5357.569266,80635.308
50,0,0,1860,15,6,6,7,5353.169463854758,5353.408215276808,56152.4462
50,0,0,1844,15,6,6,6,5353.169463854758,5357.876654,42153.8101
50,0,0,1866,15,6,6,5,5353.169463854758,5357.643565795256,38369.03
50,0,0,1854,15,6,6,4,5353.169463854758,5353.2700601226925,31373.614
50,0,0,1822,15,6,6,3,5353.169463854758,5357.665171,33267.0781
50,0,0,1888,15,6,6,2,5353.169463854758,5357.691963500081,26111.6056
50,0,0,1808,15,6,6,1,5353.169463854758,5357.516903682496,21384.6919
50,0,0,1892,15,6,6,0,5353.169463854758,5355.909255700633,19537.3092
800,0,0,30234,15,6,7,9,6416.132125559295,6416.132125559295,931430.1858
800,0,0,29730,15,6,7,8,6416.132125559295,6416.132125559295,983220.691
800,0,0,29904,15,6,7,7,6416.132125559295,6416.137607038598,998157.779
800,0,0,30072,15,6,7,6,6416.132125559295,6416.137123779235,1170900.739
800,0,0,30030,15,6,7,5,6416.132125559295,6416.132125559295,1229005.347
800,0,0,30134,15,6,7,4,6416.132125559295,6416.137607038598,1091267.398
800,0,0,29814,15,6,7,3,6416.132125559295,6416.140883661405,1173462.12
800,0,0,30138,15,6,7,2,6416.132125559295,6416.132125559295,1328262.357
800,0,0,30024,15,6,7,1,6416.132125559295,6416.137123779235,1270542.777
800,0,0,29894,15,6,7,0,6416.132125559295,6416.132125559295,1365653.746
400,0,0,14952,15,6,7,9,6416.132125559295,6416.132125559295,701103.244
400,0,0,14936,15,6,7,8,6416.132125559295,6416.137123779235,706826.2237
400,0,0,14994,15,6,7,7,6416.132125559295,6416.137123779235,738972.2663
400,0,0,14974,15,6,7,6,6416.132125559295,6416.132125559295,667296.7972
400,0,0,14948,15,6,7,5,6416.132125559295,6416.137123779235,741675.3316
400,0,0,15060,15,6,7,4,6416.132125559295,6416.140883661405,660715.4318
400,0,0,14930,15,6,7,3,6416.132125559295,6416.137123779235,743674.3785
400,0,0,14982,15,6,7,2,6416.132125559295,6416.137123779235,776430.8431
400,0,0,15094,15,6,7,1,6416.132125559295,6416.140985854073,701514.3902
400,0,0,14950,15,6,7,0,6416.132125559295,6416.1956029087105,716293.3973
200,0,0,7470,15,6,7,9,6416.132125559295,6416.138312680499,365652.0901
200,0,0,7362,15,6,7,8,6416.132125559295,6416.146720909763,385844.2418
200,0,0,7512,15,6,7,7,6416.132125559295,6416.137607038598,357527.8523
200,0,0,7432,15,6,7,6,6416.132125559295,6416.152500119619,417208.5472
200,0,0,7540,15,6,7,5,6416.132125559295,6416.1433740182465,391941.8099
200,0,0,7476,15,6,7,4,6416.132125559295,6416.275266,378171.513
200,0,0,7444,15,6,7,3,6416.132125559295,6416.200373852173,395037.2155
200,0,0,7514,15,6,7,2,6416.132125559295,6416.132125559295,425101.4628
200,0,0,7498,15,6,7,1,6416.132125559295,6416.137123779235,376671.5147
200,0,0,7344,15,6,7,0,6416.132125559295,6416.137607038598,387228.6713
100,0,0,3754,15,6,7,9,6416.132125559295,6416.158305806297,192473.6074
100,0,0,3656,15,6,7,8,6416.132125559295,6416.152500119619,183981.2769
100,0,0,3684,15,6,7,7,6416.132125559295,6416.158305806297,196082.6081
100,0,0,3694,15,6,7,6,6416.132125559295,6416.180933601075,199621.3345
100,0,0,3676,15,6,7,5,6416.132125559295,6416.309870733968,234733.4207
100,0,0,3710,15,6,7,4,6416.132125559295,6416.137123779235,214982.6644
100,0,0,3632,15,6,7,3,6416.132125559295,6416.233991813661,211805.8123
100,0,0,3722,15,6,7,2,6416.132125559295,6416.140985854073,209785.8943
100,0,0,3650,15,6,7,1,6416.132125559295,6416.155434838072,239052.9935
100,0,0,3724,15,6,7,0,6416.132125559295,6416.236140470547,146180.8139
50,0,0,1802,15,6,7,9,6416.132125559295,6416.295921224574,51221.2187
50,0,0,1842,15,6,7,8,6416.132125559295,6416.413376820803,48955.0434
50,0,0,1834,15,6,7,7,6416.132125559295,6416.971738561586,35381.1493
50,0,0,1856,15,6,7,6,6416.132125559295,6416.673926330488,29191.3764
50,0,0,1762,15,6,7,5,6416.132125559295,6416.347929223416,28792.3977
50,0,0,1820,15,6,7,4,6416.132125559295,6416.191745673671,24491.818
50,0,0,1840,15,6,7,3,6416.132125559295,6416.177057610532,24196.4219
50,0,0,1856,15,6,7,2,6416.132125559295,6416.137123779235,17104.5903
50,0,0,1786,15,6,7,1,6416.132125559295,6416.410657282044,16438.7255
50,0,0,1858,15,6,7,0,6416.132125559295,6416.169123961598,17972.1502
800,0,0,30042,15,6,8,9,4057.204268897778,4057.208075434068,1032351.785
800,0,0,29876,15,6,8,8,4057.204268897778,4057.208075434068,1031107.836
800,0,0,30030,15,6,8,7,4057.204268897778,4057.824861959491,971114.2363
800,0,0,29744,15,6,8,6,4057.204268897778,4057.208075434068,1177974.907
800,0,0,30112,15,6,8,5,4057.204268897778,4057.208075434068,1087276.479
800,0,0,29942,15,6,8,4,4057.204268897778,4057.730216700982,1226385.974
800,0,0,29936,15,6,8,3,4057.204268897778,4057.3376488858776,1133664.113
800,0,0,30010,15,6,8,2,4057.204268897778,4057.2101796407305,1327000.838
800,0,0,29976,15,6,8,1,4057.204268897778,4057.208075434068,1280229.89
800,0,0,29928,15,6,8,0,4057.204268897778,4057.3376488858776,1192147.914
400,0,0,14846,15,6,8,9,4057.204268897778,4057.208075434068,584037.8399
400,0,0,14896,15,6,8,8,4057.204268897778,4058.495021159882,650252.9466
400,0,0,15030,15,6,8,7,4057.204268897778,4057.208075434068,699002.7221
400,0,0,14936,15,6,8,6,4057.204268897778,4057.208075434068,722849.2582
400,0,0,15042,15,6,8,5,4057.204268897778,4057.730216700982,713292.0086
400,0,0,14784,15,6,8,4,4057.204268897778,4058.099927157076,616010.612
400,0,0,14920,15,6,8,3,4057.204268897778,4060.274846040541,780000.7268
400,0,0,14966,15,6,8,2,4057.204268897778,4057.2101796407305,755133.1575
400,0,0,14952,15,6,8,1,4057.204268897778,4057.208075434068,746900.9987
400,0,0,15012,15,6,8,0,4057.204268897778,4057.2101796407305,750854.071
200,0,0,7432,15,6,8,9,4057.204268897778,4057.208075434068,403003.1312
200,0,0,7364,15,6,8,8,4057.204268897778,4057.3376488858776,343169.457
200,0,0,7470,15,6,8,7,4057.204268897778,4057.824861959491,347786.2121
200,0,0,7490,15,6,8,6,4057.204268897778,4057.208075434068,390446.7882
200,0,0,7354,15,6,8,5,4057.204268897778,4057.3376488858776,342384.3686
200,0,0,7444,15,6,8,4,4057.204268897778,4058.495021159882,357462.7643
200,0,0,7444,15,6,8,3,4057.204268897778,4057.208075434068,395042.6726
200,0,0,7418,15,6,8,2,4057.204268897778,4058.099927157076,367864.6273
200,0,0,7488,15,6,8,1,4057.204268897778,4057.204268897778,424686.6162
200,0,0,7542,15,6,8,0,4057.204268897778,4057.824861959491,406109.4093
100,0,0,3696,15,6,8,9,4057.204268897778,4058.806010170282,199591.8367
100,0,0,3746,15,6,8,8,4057.204268897778,4064.4339873157205,207030.8125
100,0,0,3716,15,6,8,7,4057.204268897778,4057.204268897778,205475.205
100,0,0,3704,15,6,8,6,4057.204268897778,4057.9879074815667,191989.7153
100,0,0,3772,15,6,8,5,4057.204268897778,4060.902300074802,223785.7899
100,0,0,3710,15,6,8,4,4057.204268897778,4057.208075434068,203729.5389
100,0,0,3730,15,6,8,3,4057.204268897778,4063.0686783618976,213559.6797
100,0,0,3664,15,6,8,2,4057.204268897778,4058.721279352746,183049.9909
100,0,0,3656,15,6,8,1,4057.204268897778,4058.9933817033666,136118.3497
100,0,0,3702,15,6,8,0,4057.204268897778,4057.730216700982,89084.0227
50,0,0,1872,15,6,8,9,4057.204268897778,4061.7940974237113,39163.9244
50,0,0,1868,15,6,8,8,4057.204268897778,4057.2101796407305,30627.1923
50,0,0,1778,15,6,8,7,4057.204268897778,4057.137736458679,28461.7047
50,0,0,1824,15,6,8,6,4057.204268897778,4059.8350171079246,22920.3191
50,0,0,1842,15,6,8,5,4057.204268897778,4058.495021159882,19250.6041
50,0,0,1884,15,6,8,4,4057.204268897778,4057.137736458679,18141.3084
50,0,0,1878,15,6,8,3,4057.204268897778,4059.8350171079246,17084.8181
50,0,0,1908,15,6,8,2,4057.204268897778,4060.3837370894435,15819.4149
50,0,0,1866,15,6,8,1,4057.204268897778,4061.9188796377666,12830.5851
50,0,0,1926,15,6,8,0,4057.204268897778,4064.386273690222,11833.002
800,0,0,29814,15,6,9,9,5717.320631762015,5717.355004115235,952301.5893
800,0,0,29842,15,6,9,8,5717.320631762015,5717.311668479726,973471.4207
800,0,0,30072,15,6,9,7,5717.320631762015,5717.355004115235,1055557.016
800,0,0,29938,15,6,9,6,5717.320631762015,5717.320631762015,1048533.642
800,0,0,29998,15,6,9,5,5717.320631762015,5717.320631762015,1093983.714
800,0,0,29762,15,6,9,4,5717.320631762015,5717.332715826067,1105322.305
800,0,0,30164,15,6,9,3,5717.320631762015,5717.355004115235,1288722.912
800,0,0,29988,15,6,9,2,5717.320631762015,5717.332715826067,1284738.97
800,0,0,30052,15,6,9,1,5717.320631762015,5717.355004115235,1132560.427
800,0,0,29944,15,6,9,0,5717.320631762015,5717.311668479726,1398152.934
400,0,0,15120,15,6,9,9,5717.320631762015,5717.320631762015,677364.8853
400,0,0,15056,15,6,9,8,5717.320631762015,5717.311668479726,744271.8566
400,0,0,15018,15,6,9,7,5717.320631762015,5717.355004115235,597844.36
400,0,0,15038,15,6,9,6,5717.320631762015,5717.311668479726,758128.3331
400,0,0,14888,15,6,9,5,5717.320631762015,5717.311668479726,748394.2298
400,0,0,14804,15,6,9,4,5717.320631762015,5717.320631762015,750160.0444
400,0,0,15138,15,6,9,3,5717.320631762015,5717.355004115235,756628.9231
400,0,0,15064,15,6,9,2,5717.320631762015,5717.320631762015,775388.3513
400,0,0,14962,15,6,9,1,5717.320631762015,5717.355004115235,683782.8879
400,0,0,14940,15,6,9,0,5717.320631762015,5717.355004115235,738296.984
200,0,0,7434,15,6,9,9,5717.320631762015,5717.355004115235,415448.6981
200,0,0,7480,15,6,9,8,5717.320631762015,5717.311668479726,405201.112
200,0,0,7568,15,6,9,7,5717.320631762015,5717.355004115235,344141.3885
200,0,0,7528,15,6,9,6,5717.320631762015,5717.320631762015,417468.4876
200,0,0,7554,15,6,9,5,5717.320631762015,5717.345445720742,407990.1105
200,0,0,7504,15,6,9,4,5717.320631762015,5717.428633578949,410226.0633
200,0,0,7580,15,6,9,3,5717.320631762015,5717.328303528622,405249.6836
200,0,0,7362,15,6,9,2,5717.320631762015,5717.424467562367,401234.0537
200,0,0,7466,15,6,9,1,5717.320631762015,5717.349100485469,396646.4316
200,0,0,7452,15,6,9,0,5717.320631762015,5717.331882711878,399773.91
100,0,0,3652,15,6,9,9,5717.320631762015,5717.524602293071,204552.7825
100,0,0,3666,15,6,9,8,5717.320631762015,5717.345445720742,225879.4459
100,0,0,3694,15,6,9,7,5717.320631762015,5717.311668479726,192684.2304
100,0,0,3768,15,6,9,6,5717.320631762015,5717.355968728061,221331.635
100,0,0,3798,15,6,9,5,5717.320631762015,5717.424467562367,204609.206
100,0,0,3694,15,6,9,4,5717.320631762015,5717.477961708209,212543.2657
100,0,0,3704,15,6,9,3,5717.320631762015,5717.397762743438,174897.7359
100,0,0,3724,15,6,9,2,5717.320631762015,5717.473979405941,132248.5836
100,0,0,3732,15,6,9,1,5717.320631762015,5717.741445294975,90560.7582
100,0,0,3708,15,6,9,0,5717.320631762015,5717.428633578949,76271.0009
50,0,0,1822,15,6,9,9,5717.320631762015,5717.358127921514,22012.0551
50,0,0,1884,15,6,9,8,5717.320631762015,5717.404059532861,22111.5716
50,0,0,1824,15,6,9,7,5717.320631762015,5718.071528577881,20218.9498
50,0,0,1848,15,6,9,6,5717.320631762015,5718.489989014617,16637.9642
50,0,0,1776,15,6,9,5,5717.320631762015,5717.853029913044,14909.166
50,0,0,1896,15,6,9,4,5717.320631762015,5717.424467562367,14007.3175
50,0,0,1820,15,6,9,3,5717.320631762015,5718.300499605459,12543.7595
50,0,0,1860,15,6,9,2,5717.320631762015,5717.383655142685,11487.6209
50,0,0,1796,15,6,9,1,5717.320631762015,5718.071528577881,10643.9271
50,0,0,1894,15,6,9,0,5717.320631762015,5717.773138940239,9227.5998
800,0,0,30000,15,6,10,9,5102.579609941289,5102.579099225005,1014269.694
800,0,0,30070,15,6,10,8,5102.579609941289,5102.579099225005,1013646.986
800,0,0,30006,15,6,10,7,5102.579609941289,5102.579783175018,1018330.539
800,0,0,29968,15,6,10,6,5102.579609941289,5102.579099225005,1121618.429
800,0,0,29718,15,6,10,5,5102.579609941289,5102.580200999811,1183623.457
800,0,0,30142,15,6,10,4,5102.579609941289,5102.579099225005,1178287.09
800,0,0,29946,15,6,10,3,5102.579609941289,5102.579099225005,1295566.726
800,0,0,29936,15,6,10,2,5102.579609941289,5102.579099225005,1365938.253
800,0,0,30004,15,6,10,1,5102.579609941289,5102.579099225005,1412098.057
800,0,0,29996,15,6,10,0,5102.579609941289,5102.580200999811,1463653.793
400,0,0,15058,15,6,10,9,5102.579609941289,5102.579099225005,670080.7392
400,0,0,14942,15,6,10,8,5102.579609941289,5102.579099225005,707120.0594
400,0,0,14844,15,6,10,7,5102.579609941289,5102.579099225005,663637.5372
400,0,0,14848,15,6,10,6,5102.579609941289,5102.589360381873,642745.103
400,0,0,14896,15,6,10,5,5102.579609941289,5102.579099225005,722179.0873
400,0,0,14972,15,6,10,4,5102.579609941289,5102.579099225005,730335.6977
400,0,0,14854,15,6,10,3,5102.579609941289,5102.579783175018,715492.4916
400,0,0,15004,15,6,10,2,5102.579609941289,5102.579609941289,668081.7763
400,0,0,14784,15,6,10,1,5102.579609941289,5102.579099225005,770651.6024
400,0,0,15028,15,6,10,0,5102.579609941289,5102.579609941289,779502.4383
200,0,0,7438,15,6,10,9,5102.579609941289,5102.579783175018,407910.5163
200,0,0,7446,15,6,10,8,5102.579609941289,5102.5876608866465,377842.59
200,0,0,7396,15,6,10,7,5102.579609941289,5102.579099225005,400711.2574
200,0,0,7514,15,6,10,6,5102.579609941289,5102.579609941289,364351.4308
200,0,0,7440,15,6,10,5,5102.579609941289,5102.587073854529,372067.9262
200,0,0,7554,15,6,10,4,5102.579609941289,5102.579099225005,408851.7658
200,0,0,7420,15,6,10,3,5102.579609941289,5102.579609941289,351141.5752
200,0,0,7510,15,6,10,2,5102.579609941289,5102.579783175018,427705.8381
200,0,0,7286,15,6,10,1,5102.579609941289,5102.587073854529,383464.8882
200,0,0,7474,15,6,10,0,5102.579609941289,5102.587073854529,368191.1086
100,0,0,3722,15,6,10,9,5102.579609941289,5102.587073854529,184043.38
100,0,0,3736,15,6,10,8,5102.579609941289,5102.579609941289,211054.1128
100,0,0,3686,15,6,10,7,5102.579609941289,5102.630020852955,196902.3387
100,0,0,3704,15,6,10,6,5102.579609941289,5102.579783175018,195085.6326
100,0,0,3714,15,6,10,5,5102.579609941289,5102.663813336436,198750.4787
100,0,0,3756,15,6,10,4,5102.579609941289,5102.579099225005,233995.8446
100,0,0,3626,15,6,10,3,5102.579609941289,5102.587073854529,186980.3919
100,0,0,3656,15,6,10,2,5102.579609941289,5102.664655250155,208942.9216
100,0,0,3706,15,6,10,1,5102.579609941289,5102.579099225005,212024.0971
100,0,0,3622,15,6,10,0,5102.579609941289,5102.589050897466,215691.6288
50,0,0,1864,15,6,10,9,5102.579609941289,5102.587073854529,92780.3033
50,0,0,1844,15,6,10,8,5102.579609941289,5102.6068344309715,98072.1636
50,0,0,1836,15,6,10,7,5102.579609941289,5102.579099225005,112701.1841
50,0,0,1868,15,6,10,6,5102.579609941289,5102.7106923422025,90571.2458
50,0,0,1848,15,6,10,5,5102.579609941289,5102.6461678204905,108954.3603
50,0,0,1834,15,6,10,4,5102.579609941289,5102.589050897466,105506.2393
50,0,0,1840,15,6,10,3,5102.579609941289,5102.70733,67089.3036
50,0,0,1882,15,6,10,2,5102.579609941289,5102.579783175018,63753.5548
50,0,0,1834,15,6,10,1,5102.579609941289,5102.681145467612,54916.8237
50,0,0,1910,15,6,10,0,5102.579609941289,5102.587073854529,44663.9579
800,0,0,29896,15,7,1,9,5610.098791537064,5610.098791537064,1213193.16
800,0,0,29794,15,7,1,8,5610.098791537064,5610.098791537064,1205091.117
800,0,0,29762,15,7,1,7,5610.098791537064,5610.098791537064,1220834.535
800,0,0,29874,15,7,1,6,5610.098791537064,5610.098791537064,1234798.329
800,0,0,30112,15,7,1,5,5610.098791537064,5610.146784835613,1095425.732
800,0,0,29936,15,7,1,4,5610.098791537064,5610.098791537064,1388320.848
800,0,0,30046,15,7,1,3,5610.098791537064,5610.112519767082,1479892.011
800,0,0,29860,15,7,1,2,5610.098791537064,5610.102876855626,1301387.598
800,0,0,29892,15,7,1,1,5610.098791537064,5610.112519767082,1542592.28
800,0,0,30088,15,7,1,0,5610.098791537064,5610.098791537064,1747101.327
400,0,0,15128,15,7,1,9,5610.098791537064,5610.098791537064,832379.0935
400,0,0,14914,15,7,1,8,5610.098791537064,5610.102876855626,788937.1567
400,0,0,14778,15,7,1,7,5610.098791537064,5610.102876855626,801781.0026
400,0,0,14920,15,7,1,6,5610.098791537064,5610.098791537064,1026905.575
400,0,0,15012,15,7,1,5,5610.098791537064,5610.102876855626,826556.9208
400,0,0,14914,15,7,1,4,5610.098791537064,5610.121369992458,1009019.679
400,0,0,14950,15,7,1,3,5610.098791537064,5610.102876855626,811425.9114
400,0,0,14970,15,7,1,2,5610.098791537064,5610.146784835613,799759.604
400,0,0,15030,15,7,1,1,5610.098791537064,5610.121369992458,1083894.707
400,0,0,14940,15,7,1,0,5610.098791537064,5610.102876855626,880791.896
200,0,0,7426,15,7,1,9,5610.098791537064,5610.102876855626,420956.7407
200,0,0,7474,15,7,1,8,5610.098791537064,5610.098791537064,498922.1213
200,0,0,7454,15,7,1,7,5610.098791537064,5610.147847471519,527631.6111
200,0,0,7472,15,7,1,6,5610.098791537064,5610.098791537064,529353.3519
200,0,0,7416,15,7,1,5,5610.098791537064,5610.098791537064,473015.0349
200,0,0,7368,15,7,1,4,5610.098791537064,5610.102876855626,413701.4298
200,0,0,7468,15,7,1,3,5610.098791537064,5610.163250845622,440332.1213
200,0,0,7520,15,7,1,2,5610.098791537064,5610.141255701545,581249.7566
200,0,0,7442,15,7,1,1,5610.098791537064,5610.508456667952,466330.7618
200,0,0,7476,15,7,1,0,5610.098791537064,5610.197176160995,536246.8887
100,0,0,3684,15,7,1,9,5610.098791537064,5610.218588676373,238976.9815
100,0,0,3668,15,7,1,8,5610.098791537064,5610.136085818072,271231.8552
100,0,0,3780,15,7,1,7,5610.098791537064,5610.860948513067,313697.4088
100,0,0,3728,15,7,1,6,5610.098791537064,5610.121369992458,275287.0192
100,0,0,3736,15,7,1,5,5610.098791537064,5610.244660327328,223341.1495
100,0,0,3702,15,7,1,4,5610.098791537064,5610.537708872331,323274.8495
100,0,0,3746,15,7,1,3,5610.098791537064,5610.3674530261715,272789.3159
100,0,0,3674,15,7,1,2,5610.098791537064,5610.1271951470635,200064.3015
100,0,0,3710,15,7,1,1,5610.098791537064,5610.147847471519,145979.1345
100,0,0,3682,15,7,1,0,5610.098791537064,5610.147847471519,74859.9266
50,0,0,1806,15,7,1,9,5610.098791537064,5610.837496879328,28135.4463
50,0,0,1842,15,7,1,8,5610.098791537064,5610.146784835613,21294.4661
50,0,0,1808,15,7,1,7,5610.098791537064,5610.141255701545,22814.2731
50,0,0,1828,15,7,1,6,5610.098791537064,5610.423632105156,14005.9215
50,0,0,1826,15,7,1,5,5610.098791537064,5610.731921586186,14098.5486
50,0,0,1886,15,7,1,4,5610.098791537064,5610.634199599977,14645.9614
50,0,0,1830,15,7,1,3,5610.098791537064,5610.731921586186,12108.4346
50,0,0,1840,15,7,1,2,5610.098791537064,5610.117522334931,10085.9982
50,0,0,1824,15,7,1,1,5610.098791537064,5610.147847471519,10147.6049
50,0,0,1832,15,7,1,0,5610.098791537064,5610.655991744159,8943.2546
800,0,0,30088,15,7,2,9,5926.425558298037,5926.425558298037,1267460.845
800,0,0,29900,15,7,2,8,5926.425558298037,5926.425558298037,1243076.148
800,0,0,29956,15,7,2,7,5926.425558298037,5926.425558298037,1311348.447
800,0,0,30006,15,7,2,6,5926.425558298037,5926.425558298037,1344346.825
800,0,0,30204,15,7,2,5,5926.425558298037,5926.425558298037,1255726.769
